clusters	cophenetic correlation
2	0.9424623342313454
3	0.8144684793494645
4	0.7916774490031802
5	0.7827731368794032
6	0.8025414935710603
7	0.7473125764371292
8	0.7518462200952339
9	0.7258252522385146
10	0.7440299710769348
